InventoryID,ProductID,StoreID,InventoryDate,StockLevel
930,123,30,2023-09-08,24
931,1,49,2023-10-07,67
932,85,43,2023-09-13,32
933,158,29,2023-06-10,75
934,52,40,2023-11-30,40
935,34,17,2023-05-01,90
936,88,22,2023-06-14,15
937,184,12,2023-08-25,50
938,46,14,2023-12-29,93
939,83,12,2023-09-05,28
940,16,6,2023-09-21,18
941,6,48,2023-10-12,13
942,38,39,2023-02-11,11
943,151,17,2023-02-23,12
944,181,44,2023-08-06,91
945,37,7,2023-12-25,76
946,199,28,2023-02-09,58
947,29,35,2023-07-12,67
948,135,2,2023-03-07,59
949,94,1,2023-01-07,92
950,19,26,2023-03-24,100
951,96,8,2023-09-24,15
952,181,1,2023-03-04,69
953,170,11,2023-03-27,6
954,102,42,2023-04-12,77
955,151,31,2023-08-13,25
956,26,30,2023-02-28,30
957,87,45,2023-01-20,75
958,78,26,2023-08-06,11
959,83,43,2023-09-11,80
960,35,48,2023-03-29,86
961,41,39,2023-11-17,25
962,188,47,2023-09-26,63
963,112,32,2023-09-07,27
964,164,20,2023-03-13,17
965,125,40,2023-10-08,51
966,167,40,2023-08-03,82
967,82,24,2023-07-24,41
968,45,45,2023-01-05,28
969,182,44,2023-06-01,5
970,144,45,2023-03-02,52
971,178,44,2023-08-11,4
972,158,26,2023-05-31,92
973,92,20,2023-12-13,9
974,58,6,2023-05-19,10
975,171,9,2023-09-25,96
976,151,9,2023-06-15,78
977,45,1,2023-11-11,97
978,97,13,2023-07-10,64
979,79,8,2023-10-16,63
980,188,2,2023-11-29,97
981,177,45,2023-03-26,41
982,76,13,2023-03-14,49
983,33,2,2023-05-29,12
984,46,14,2023-09-25,59
985,187,31,2023-12-17,64
986,1,42,2023-04-15,52
987,180,10,2023-11-11,99
988,147,42,2023-07-10,70
989,101,16,2023-09-23,92
990,198,28,2023-11-06,67
991,146,41,2023-05-09,1
992,9,35,2023-08-30,1
993,47,13,2023-08-25,23
994,155,6,2023-04-18,26
995,82,20,2023-06-19,3
996,157,50,2023-03-11,3
997,57,30,2023-03-26,75
998,164,10,2023-09-26,13
999,145,31,2023-08-31,42
1000,27,28,2023-01-06,99
1001,128,2,2023-06-12,53
1002,37,8,2023-08-02,14
1003,85,11,2023-04-02,70
1004,191,10,2023-03-18,16
1005,20,48,2023-08-29,76
1006,61,45,2023-02-04,67
1007,89,29,2023-01-03,1
1008,82,32,2023-06-09,31
1009,43,31,2023-12-26,88
1010,163,2,2023-04-07,48
1011,23,29,2023-04-13,42
1012,182,38,2023-12-22,60
1013,172,16,2023-02-18,81
1014,164,13,2023-10-03,89
1015,187,19,2023-08-23,63
1016,86,37,2023-06-19,33
1017,115,26,2023-02-18,93
1018,3,4,2023-02-01,36
1019,68,22,2023-11-16,76
1020,54,1,2023-08-28,15
1021,64,7,2023-11-01,92
1022,178,41,2023-03-22,53
1023,18,46,2023-02-04,0
1024,90,28,2023-06-29,79
1025,66,27,2023-11-22,87
1026,28,32,2023-10-14,27
1027,185,48,2023-04-26,50
1028,1,38,2023-06-26,47
1029,13,39,2023-11-18,78
1030,99,47,2023-01-08,44
1031,113,36,2023-04-09,17
1032,188,19,2023-05-21,7
1033,108,3,2023-05-26,9
1034,43,32,2023-08-07,39
1035,106,26,2023-10-27,77
1036,127,32,2023-06-06,9
1037,97,33,2023-07-08,15
1038,90,38,2023-11-16,67
1039,140,47,2023-07-26,81
1040,97,40,2023-05-11,98
1041,26,44,2023-10-15,73
1042,123,32,2023-10-05,36
1043,148,15,2023-11-25,13
1044,167,46,2023-12-04,69
1045,195,4,2023-04-14,37
1046,176,34,2023-02-09,28
1047,58,2,2023-10-31,29
1048,42,28,2023-03-20,50
1049,116,37,2023-02-22,67
1050,19,21,2023-04-21,61
1051,9,36,2023-05-24,43
1052,76,5,2023-04-02,3
1053,6,18,2023-05-15,75
1054,82,42,2023-10-16,17
1055,67,27,2023-02-22,96
1056,27,31,2023-03-06,52
1057,19,8,2023-09-25,24
1058,88,32,2023-10-28,21
1059,44,40,2023-11-27,92
1060,97,42,2023-07-16,20
1061,42,23,2023-06-19,27
1062,188,29,2023-10-22,77
1063,20,45,2023-10-31,77
1064,141,28,2023-11-06,64
1065,24,2,2023-05-22,18
1066,87,11,2023-11-12,9
1067,153,19,2023-12-09,30
1068,158,47,2023-08-31,57
1069,124,13,2023-04-18,35
1070,181,31,2023-03-28,42
1071,8,23,2023-01-02,43
1072,111,29,2023-04-29,53
1073,168,15,2023-04-21,9
1074,43,33,2023-02-16,11
1075,156,15,2023-11-11,32
1076,112,38,2023-03-17,4
1077,41,44,2023-03-15,89
1078,14,22,2023-03-26,95
1079,26,39,2023-09-01,93
1080,85,46,2023-01-01,37
1081,53,43,2023-06-15,16
1082,49,30,2023-02-09,66
1083,105,9,2023-01-27,68
1084,179,19,2023-03-12,52
1085,142,47,2023-09-19,95
1086,185,46,2023-08-14,5
1087,187,25,2023-08-06,46
1088,139,27,2023-12-07,80
1089,68,44,2023-08-30,2
1090,170,42,2023-06-17,99
1091,73,48,2023-06-04,43
1092,77,24,2023-09-14,30
1093,61,31,2023-03-02,63
1094,25,11,2023-05-04,50
1095,13,40,2023-10-14,54
1096,101,14,2023-07-21,55
1097,147,19,2023-07-13,95
1098,141,45,2023-07-17,5
1099,126,48,2023-12-28,66
1100,40,6,2023-08-31,88
1101,14,43,2023-07-01,12
1102,93,31,2023-06-09,14
1103,1,9,2023-09-25,95
1104,110,12,2023-06-12,16
1105,23,13,2023-09-29,54
1106,76,11,2023-02-10,99
1107,170,39,2023-11-06,2
1108,161,32,2023-04-20,5
1109,154,7,2023-03-27,24
1110,123,27,2023-11-21,7
1111,52,32,2023-05-23,66
1112,25,20,2023-12-31,26
1113,7,16,2023-03-15,46
1114,53,14,2023-08-12,49
1115,44,36,2023-10-14,50
1116,164,4,2023-08-15,77
1117,75,2,2023-09-08,11
1118,21,23,2023-12-22,97
1119,122,17,2023-05-09,3
1120,30,23,2023-12-17,49
1121,79,44,2023-03-03,19
1122,102,11,2023-10-13,87
1123,121,12,2023-08-11,58
1124,126,33,2023-11-30,9
1125,170,3,2023-06-28,41
1126,68,5,2023-04-02,95
1127,24,22,2023-01-13,27
1128,165,28,2023-07-07,12
1129,140,8,2023-08-27,22
1130,100,40,2023-12-10,98
1131,48,15,2023-06-27,27
1132,95,8,2023-08-06,32
1133,98,36,2023-04-20,43
1134,95,15,2023-11-12,45
1135,48,32,2023-10-14,6
1136,115,17,2023-04-08,55
1137,12,22,2023-07-15,65
1138,68,23,2023-07-11,70
1139,113,50,2023-04-02,23
1140,120,3,2023-01-06,55
1141,68,50,2023-04-11,73
1142,58,36,2023-08-15,13
1143,69,18,2023-07-04,62
1144,145,10,2023-09-27,80
1145,16,45,2023-04-10,62
1146,39,33,2023-01-03,54
1147,193,39,2023-10-28,97
1148,179,43,2023-06-08,71
1149,171,7,2023-06-18,82
1150,25,46,2023-02-18,18
1151,22,4,2023-07-08,79
1152,172,29,2023-05-10,26
1153,89,30,2023-09-15,67
1154,139,49,2023-01-07,33
1155,106,8,2023-11-07,37
1156,194,7,2023-05-20,95
1157,151,40,2023-01-18,5
1158,59,40,2023-11-28,14
1159,142,7,2023-05-21,30
1160,16,36,2023-11-25,38
1161,100,3,2023-09-03,70
1162,134,33,2023-07-23,0
1163,108,7,2023-01-23,67
1164,138,11,2023-12-23,57
1165,176,41,2023-12-27,99
1166,122,8,2023-05-10,24
1167,147,14,2023-05-21,43
1168,61,24,2023-11-17,38
1169,122,11,2023-01-30,30
1170,77,47,2023-10-20,61
1171,21,19,2023-01-16,85
1172,102,46,2023-08-30,70
1173,183,29,2023-11-08,94
1174,9,49,2023-11-20,67
1175,129,33,2023-08-21,17
1176,147,32,2023-09-09,52
1177,133,47,2023-03-30,5
1178,147,7,2023-08-31,27
1179,174,10,2023-11-28,29
1180,159,42,2023-10-07,82
1181,38,24,2023-02-23,47
1182,31,22,2023-01-20,78
1183,194,9,2023-07-09,92
1184,115,8,2023-01-15,15
1185,45,13,2023-11-10,6
1186,43,29,2023-03-20,13
1187,55,27,2023-12-28,85
1188,50,50,2023-04-01,47
1189,33,50,2023-03-09,57
1190,11,1,2023-02-12,88
1191,109,16,2023-08-03,88
1192,21,31,2023-03-03,2
1193,175,22,2023-01-29,77
1194,112,19,2023-08-16,6
1195,52,33,2023-11-23,64
1196,161,11,2023-12-30,47
1197,38,6,2023-02-01,72
1198,153,18,2023-06-10,74
1199,67,24,2023-02-19,90
1200,82,46,2023-10-06,8
1201,187,49,2023-05-23,37
1202,18,27,2023-04-10,36
1203,23,24,2023-12-02,73
1204,100,41,2023-11-11,23
1205,143,43,2023-01-09,2
1206,102,16,2023-06-20,91
1207,142,10,2023-12-11,57
1208,84,49,2023-06-12,32
1209,71,49,2023-12-30,74
1210,134,34,2023-03-28,21
1211,118,27,2023-10-28,51
1212,4,15,2023-07-07,96
1213,180,9,2023-09-22,76
1214,160,28,2023-01-08,90
1215,151,27,2023-12-07,73
1216,134,27,2023-07-26,79
1217,108,30,2023-08-02,80
1218,29,34,2023-12-08,53
1219,107,44,2023-12-09,98
1220,39,24,2023-02-01,79
1221,38,2,2023-02-03,73
1222,146,29,2023-04-09,48
1223,151,10,2023-09-14,99
1224,150,50,2023-03-17,84
1225,195,1,2023-05-17,37
1226,26,46,2023-02-12,70
1227,28,34,2023-03-30,82
1228,145,5,2023-08-16,77
1229,200,6,2023-01-23,97
1230,26,22,2023-05-22,76
1231,74,21,2023-11-08,95
1232,138,26,2023-04-12,93
1233,89,50,2023-12-19,86
1234,106,11,2023-09-16,86
1235,68,28,2023-07-29,97
1236,99,4,2023-03-30,58
1237,168,26,2023-11-22,11
1238,125,49,2023-01-02,66
1239,147,3,2023-06-09,37
1240,156,43,2023-05-21,18
1241,122,42,2023-10-15,68
1242,10,10,2023-06-29,100
1243,45,37,2023-03-02,46
1244,71,4,2023-06-24,74
1245,104,41,2023-08-27,49
1246,37,46,2023-10-18,81
1247,159,43,2023-12-23,72
1248,156,34,2023-02-14,31
1249,175,19,2023-10-17,18
1250,178,27,2023-08-26,42
1251,103,26,2023-02-15,72
1252,10,44,2023-03-01,13
1253,102,45,2023-02-16,37
1254,85,36,2023-04-04,2
1255,177,20,2023-02-14,98
1256,61,47,2023-04-06,64
1257,13,48,2023-06-12,39
1258,191,21,2023-10-30,72
1259,122,23,2023-11-17,79
1260,69,1,2023-01-11,24
1261,96,18,2023-03-28,22
1262,6,34,2023-01-06,24
1263,87,40,2023-04-22,13
1264,78,10,2023-11-23,23
1265,80,45,2023-07-11,99
1266,72,26,2023-08-24,28
1267,126,29,2023-02-11,37
1268,179,42,2023-05-07,99
1269,176,14,2023-06-07,18
1270,26,35,2023-12-15,99
1271,59,40,2023-11-25,55
1272,35,40,2023-04-08,51
1273,77,42,2023-03-09,72
1274,191,29,2023-06-08,71
1275,114,45,2023-01-28,7
1276,199,23,2023-07-14,52
1277,83,42,2023-12-28,79
1278,69,26,2023-05-27,89
1279,187,50,2023-04-02,2
1280,107,13,2023-05-23,71
1281,155,20,2023-03-13,60
1282,166,6,2023-10-17,19
1283,23,3,2023-06-11,50
1284,49,35,2023-07-31,81
1285,114,22,2023-04-26,15
1286,55,25,2023-04-07,58
1287,105,47,2023-05-20,97
1288,190,47,2023-04-13,53
1289,125,48,2023-04-01,3
1290,195,9,2023-06-01,82
1291,133,34,2023-05-13,56
1292,96,35,2023-12-24,22
1293,15,19,2023-08-14,95
1294,132,14,2023-05-16,27
1295,41,6,2023-02-17,39
1296,17,33,2023-09-08,71
1297,80,36,2023-07-01,92
1298,182,20,2023-10-24,29
1299,130,34,2023-07-06,66
1300,104,22,2023-06-28,77
1301,35,49,2023-11-25,28
1302,200,41,2023-09-25,41
1303,135,11,2023-08-19,85
1304,146,2,2023-11-20,84
1305,8,2,2023-12-18,77
1306,45,35,2023-03-29,46
1307,50,38,2023-01-19,83
1308,52,17,2023-10-27,31
1309,15,16,2023-07-17,66
1310,64,50,2023-03-21,17
1311,9,20,2023-10-03,84
1312,117,47,2023-10-19,71
1313,13,28,2023-04-18,96
1314,93,33,2023-12-26,2
1315,181,8,2023-08-11,36
1316,51,47,2023-06-27,0
1317,71,4,2023-11-27,44
1318,95,24,2023-12-16,52
1319,119,17,2023-05-28,84
1320,130,41,2023-04-17,15
1321,102,33,2023-06-25,18
1322,163,23,2023-12-25,88
1323,32,8,2023-09-15,72
1324,175,4,2023-10-10,78
1325,8,49,2023-05-18,55
1326,62,42,2023-02-16,43
1327,96,8,2023-09-20,3
1328,126,29,2023-04-18,70
1329,153,20,2023-05-13,100
1330,115,37,2023-04-22,18
1331,46,48,2023-08-28,51
1332,122,1,2023-05-14,75
1333,151,30,2023-01-17,97
1334,142,22,2023-03-01,45
1335,90,16,2023-09-22,69
1336,89,48,2023-12-04,86
1337,42,38,2023-11-20,18
1338,67,37,2023-04-06,55
1339,192,46,2023-09-01,84
1340,177,41,2023-03-13,34
1341,24,43,2023-08-28,11
1342,73,35,2023-10-28,100
1343,8,39,2023-06-15,70
1344,99,15,2023-07-10,48
1345,13,23,2023-10-16,73
1346,42,20,2023-07-13,48
1347,147,19,2023-12-04,44
1348,200,43,2023-10-29,52
1349,55,46,2023-01-18,80
1350,57,37,2023-06-15,9
1351,166,44,2023-12-26,27
1352,58,9,2023-02-23,1
1353,174,46,2023-11-19,71
1354,53,25,2023-07-03,61
1355,69,34,2023-01-05,54
1356,167,48,2023-03-23,12
1357,105,16,2023-08-04,86
1358,132,7,2023-09-01,87
1359,6,21,2023-06-21,18
1360,200,34,2023-06-22,98
1361,197,38,2023-11-28,24
1362,175,13,2023-02-21,67
1363,3,50,2023-04-06,40
1364,122,24,2023-07-03,73
1365,34,30,2023-06-06,43
1366,166,7,2023-03-25,96
1367,45,10,2023-08-28,15
1368,154,46,2023-10-07,32
1369,3,28,2023-04-06,24
1370,58,27,2023-01-12,99
1371,65,6,2023-08-13,34
1372,156,6,2023-11-12,51
1373,79,4,2023-08-22,69
1374,183,28,2023-10-31,19
1375,182,9,2023-10-22,30
1376,165,31,2023-12-22,75
1377,71,14,2023-08-11,98
1378,109,29,2023-07-24,39
1379,97,5,2023-08-31,65
1380,90,24,2023-05-05,34
1381,118,44,2023-05-10,80
1382,65,34,2023-07-11,5
1383,56,26,2023-11-04,3
1384,120,38,2023-06-22,21
1385,78,36,2023-09-05,61
1386,174,34,2023-12-14,96
1387,134,50,2023-07-25,28
1388,160,26,2023-06-03,0
1389,102,17,2023-01-21,0
1390,150,38,2023-04-30,85
1391,27,32,2023-09-17,65
1392,2,41,2023-02-25,55
1393,131,28,2023-08-04,76
1394,170,29,2023-08-07,50
1395,96,45,2023-05-18,49
1396,144,32,2023-10-23,8
1397,166,47,2023-07-25,7
1398,153,27,2023-10-31,14
1399,156,11,2023-01-15,97
1400,73,10,2023-03-25,49
1401,77,33,2023-09-20,64
1402,176,9,2023-03-27,25
1403,28,32,2023-06-03,9
1404,124,46,2023-11-02,10
1405,17,30,2023-12-24,85
1406,87,9,2023-09-26,24
1407,71,46,2023-04-12,78
1408,164,33,2023-10-18,42
1409,84,34,2023-03-13,3
1410,71,8,2023-03-08,6
1411,67,45,2023-12-06,8
1412,168,14,2023-06-20,48
1413,183,30,2023-01-28,67
1414,167,31,2023-02-16,7
1415,77,3,2023-06-08,78
1416,49,48,2023-03-14,82
1417,39,11,2023-06-27,35
1418,133,36,2023-08-23,10
1419,196,24,2023-07-22,37
1420,62,8,2023-03-26,80
1421,15,39,2023-08-24,77
1422,154,27,2023-01-01,9
1423,104,8,2023-12-04,94
1424,170,8,2023-03-17,41
1425,82,24,2023-04-13,6
1426,175,37,2023-03-30,58
1427,36,19,2023-06-04,52
1428,185,3,2023-06-07,99
1429,7,34,2023-02-11,22
1430,168,10,2023-04-05,80
1431,128,8,2023-05-01,66
1432,76,24,2023-04-15,25
1433,67,20,2023-08-12,74
1434,108,24,2023-02-16,56
1435,104,20,2023-05-06,82
1436,100,19,2023-03-20,52
1437,189,32,2023-12-17,80
1438,10,2,2023-10-12,18
1439,150,10,2023-07-11,6
1440,182,10,2023-01-03,93
1441,147,38,2023-09-02,47
1442,49,27,2023-03-23,28
1443,88,4,2023-06-26,81
1444,186,20,2023-02-21,35
1445,183,19,2023-08-30,34
1446,57,14,2023-10-09,2
1447,176,12,2023-12-18,63
1448,137,48,2023-07-21,56
1449,164,32,2023-12-24,56
1450,122,1,2023-04-19,76
1451,172,8,2023-08-30,36
1452,92,36,2023-12-09,50
1453,130,23,2023-07-12,20
1454,77,5,2023-08-26,7
1455,44,3,2023-12-28,91
1456,169,27,2023-05-05,57
1457,143,31,2023-02-19,17
1458,47,37,2023-07-18,92
1459,76,20,2023-03-07,51
1460,25,37,2023-06-12,97
1461,121,29,2023-03-10,52
1462,33,22,2023-07-24,85
1463,190,25,2023-06-17,16
1464,67,31,2023-05-25,76
1465,186,47,2023-12-12,17
1466,144,39,2023-08-06,44
1467,196,9,2023-11-02,2
1468,47,49,2023-07-21,71
1469,175,9,2023-10-01,11
1470,86,33,2023-02-06,95
1471,168,41,2023-06-27,62
1472,23,30,2023-09-08,92
1473,57,49,2023-12-09,80
1474,91,29,2023-10-28,60
1475,58,43,2023-01-14,49
1476,191,29,2023-04-24,6
1477,79,10,2023-11-08,20
1478,108,47,2023-04-02,72
1479,85,21,2023-05-01,89
1480,96,6,2023-07-08,77
1481,67,40,2023-07-05,8
1482,150,43,2023-06-24,98
1483,76,40,2023-09-14,99
1484,119,27,2023-01-01,33
1485,31,25,2023-11-09,2
1486,121,15,2023-11-03,50
1487,14,26,2023-07-23,67
1488,163,22,2023-02-09,86
1489,150,35,2023-11-27,68
1490,149,3,2023-04-28,33
1491,159,43,2023-03-12,8
1492,19,29,2023-09-13,24
1493,121,48,2023-04-07,25
1494,50,18,2023-01-23,25
1495,129,42,2023-04-19,58
1496,31,6,2023-06-04,29
1497,175,11,2023-08-11,11
1498,98,46,2023-02-17,16
1499,136,2,2023-06-23,40
1500,77,37,2023-07-16,45
1501,106,41,2023-12-01,91
1502,14,50,2023-04-03,21
1503,39,46,2023-08-06,25
1504,36,20,2023-03-19,44
1505,52,36,2023-05-26,51
1506,88,42,2023-06-09,13
1507,105,8,2023-07-18,59
1508,146,42,2023-12-12,69
1509,118,36,2023-09-04,10
1510,37,6,2023-01-18,59
1511,81,13,2023-05-14,1
1512,184,40,2023-08-04,26
1513,47,35,2023-04-02,21
1514,200,37,2023-03-25,86
1515,21,49,2023-07-23,13
1516,125,4,2023-12-16,10
1517,86,37,2023-09-22,77
1518,162,34,2023-02-24,20
1519,46,13,2023-08-27,0
1520,81,49,2023-02-12,48
1521,163,31,2023-06-27,14
1522,15,33,2023-12-18,28
1523,2,2,2023-02-21,96
1524,116,8,2023-12-02,54
1525,71,43,2023-07-27,30
1526,54,35,2023-01-07,65
1527,195,12,2023-03-24,85
1528,199,2,2023-06-13,40
1529,44,18,2023-03-07,16
1530,148,14,2023-10-22,59
1531,196,16,2023-09-17,63
1532,41,46,2023-07-16,69
1533,126,38,2023-12-18,73
1534,196,29,2023-08-21,44
1535,200,6,2023-01-06,48
1536,23,35,2023-09-06,15
1537,34,39,2023-12-01,24
1538,158,21,2023-12-10,27
1539,112,26,2023-07-25,57
1540,163,38,2023-08-05,9
1541,110,3,2023-01-28,85
1542,104,32,2023-06-05,69
1543,110,2,2023-08-06,37
1544,123,22,2023-05-13,39
1545,99,28,2023-11-21,33
1546,2,12,2023-03-01,75
1547,10,27,2023-11-06,6
1548,137,2,2023-08-19,92
1549,52,34,2023-09-15,21
1550,188,21,2023-07-10,74
1551,96,25,2023-08-31,41
1552,4,17,2023-12-31,6
1553,83,6,2023-06-21,18
1554,194,8,2023-10-01,50
1555,136,7,2023-07-06,37
1556,49,35,2023-02-27,65
1557,5,11,2023-04-02,5
1558,174,19,2023-08-06,12
1559,2,10,2023-09-30,55
1560,161,12,2023-07-16,35
1561,188,17,2023-12-12,36
1562,64,50,2023-02-10,6
1563,58,6,2023-03-18,30
1564,178,10,2023-01-04,57
1565,89,20,2023-06-22,26
1566,80,27,2023-12-29,87
1567,34,44,2023-10-30,32
1568,27,11,2023-05-13,13
1569,99,4,2023-04-12,50
1570,129,40,2023-09-21,60
1571,151,21,2023-11-11,68
1572,79,12,2023-08-21,13
1573,43,2,2023-08-11,18
1574,17,46,2023-01-25,59
1575,12,4,2023-08-26,94
1576,77,20,2023-05-25,63
1577,75,25,2023-01-21,85
1578,117,7,2023-03-04,65
1579,187,21,2023-09-08,21
1580,134,10,2023-08-24,23
1581,153,27,2023-07-07,9
1582,135,21,2023-01-26,1
1583,87,17,2023-11-03,20
1584,112,25,2023-12-18,81
1585,176,8,2023-07-09,11
1586,35,4,2023-05-10,62
1587,88,13,2023-08-06,75
1588,126,16,2023-06-22,68
1589,92,49,2023-12-12,23
1590,193,39,2023-06-01,13
1591,49,38,2023-01-13,80
1592,43,16,2023-10-05,24
1593,104,32,2023-05-17,33
1594,5,33,2023-04-02,66
1595,59,49,2023-05-31,53
1596,58,33,2023-07-02,21
1597,187,25,2023-08-02,73
1598,34,8,2023-01-09,69
1599,55,18,2023-08-17,43
1600,188,4,2023-06-16,94
1601,6,21,2023-06-02,62
1602,151,30,2023-11-22,100
1603,130,36,2023-01-19,93
1604,44,27,2023-11-02,87
1605,32,5,2023-02-27,77
1606,94,31,2023-07-02,56
1607,183,2,2023-01-19,29
1608,167,27,2023-09-30,97
1609,10,41,2023-07-22,54
1610,97,15,2023-05-08,29
1611,164,2,2023-03-31,69
1612,66,18,2023-02-13,31
1613,198,36,2023-10-01,14
1614,137,38,2023-02-18,65
1615,160,44,2023-03-06,22
1616,13,7,2023-03-16,69
1617,153,16,2023-11-21,87
1618,13,49,2023-09-10,40
1619,170,36,2023-08-09,52
1620,28,42,2023-05-21,3
1621,168,9,2023-06-26,43
1622,6,20,2023-08-23,29
1623,13,37,2023-12-19,73
1624,177,27,2023-11-13,96
1625,30,29,2023-05-05,57
1626,107,6,2023-09-26,94
1627,114,41,2023-10-19,2
1628,98,33,2023-08-23,63
1629,32,14,2023-01-21,100
1630,141,10,2023-02-09,89
1631,65,24,2023-06-17,75
1632,122,35,2023-07-10,69
1633,180,11,2023-01-20,92
1634,40,16,2023-03-17,81
1635,53,35,2023-11-08,54
1636,178,28,2023-11-23,51
1637,176,36,2023-02-21,87
1638,162,29,2023-07-15,15
1639,3,3,2023-09-20,58
1640,78,1,2023-02-10,61
1641,108,30,2023-06-22,89
1642,170,40,2023-11-23,7
1643,26,19,2023-06-04,51
1644,170,42,2023-08-05,63
1645,134,11,2023-07-25,30
1646,70,1,2023-01-12,51
1647,160,4,2023-04-05,66
1648,156,31,2023-05-12,99
1649,180,18,2023-12-01,18
1650,36,39,2023-02-10,1
1651,108,17,2023-08-10,46
1652,27,44,2023-03-01,97
1653,131,25,2023-04-09,0
1654,185,23,2023-10-20,48
1655,159,41,2023-05-14,69
1656,31,14,2023-06-05,18
1657,73,38,2023-11-12,10
1658,30,33,2023-09-21,84
1659,28,19,2023-10-04,21
1660,128,3,2023-05-05,23
1661,51,11,2023-12-22,28
1662,156,48,2023-01-26,80
1663,52,35,2023-07-11,44
1664,200,37,2023-10-21,41
1665,68,5,2023-08-31,86
1666,134,20,2023-04-21,20
1667,52,6,2023-08-12,11
1668,92,26,2023-05-21,50
1669,181,45,2023-12-19,86
1670,105,8,2023-04-06,84
1671,76,9,2023-05-22,46
1672,42,47,2023-09-14,1
1673,11,36,2023-12-10,99
1674,141,18,2023-01-24,42
1675,128,28,2023-11-06,69
1676,54,14,2023-07-24,57
1677,177,40,2023-04-03,13
1678,124,33,2023-12-14,87
1679,85,21,2023-05-26,33
1680,61,44,2023-05-20,51
1681,1,22,2023-01-03,72
1682,4,41,2023-07-28,19
1683,172,17,2023-04-17,93
1684,23,49,2023-01-10,9
1685,29,46,2023-08-01,66
1686,147,29,2023-12-03,83
1687,172,18,2023-03-08,98
1688,127,16,2023-05-21,22
1689,39,43,2023-05-17,9
1690,24,21,2023-08-25,73
1691,200,22,2023-11-03,17
1692,131,14,2023-11-22,41
1693,20,30,2023-06-12,72
1694,186,39,2023-02-19,50
1695,186,22,2023-04-24,58
1696,26,2,2023-04-26,96
1697,66,45,2023-01-10,76
1698,165,9,2023-12-30,5
1699,60,42,2023-06-16,71
1700,117,1,2023-04-24,75
1701,76,39,2023-02-02,68
1702,68,31,2023-11-10,98
1703,119,1,2023-05-28,87
1704,13,1,2023-12-31,34
1705,26,44,2023-11-08,30
1706,45,12,2023-08-24,55
1707,11,27,2023-10-29,79
1708,75,36,2023-08-04,77
1709,93,45,2023-11-22,69
1710,174,46,2023-11-01,36
1711,81,32,2023-06-18,100
1712,110,49,2023-10-05,69
1713,190,26,2023-07-19,2
1714,30,35,2023-09-01,20
1715,25,6,2023-10-13,16
1716,195,42,2023-01-07,4
1717,12,42,2023-06-25,42
1718,3,5,2023-06-24,4
1719,36,35,2023-06-13,77
1720,170,2,2023-06-27,88
1721,166,43,2023-08-16,93
1722,44,29,2023-03-19,29
1723,85,44,2023-08-25,84
1724,92,8,2023-09-13,69
1725,113,23,2023-04-18,55
1726,160,25,2023-09-30,92
1727,69,39,2023-12-24,76
1728,188,23,2023-03-29,91
1729,24,25,2023-12-11,88
1730,96,12,2023-07-19,32
1731,88,50,2023-05-11,64
1732,47,45,2023-07-26,37
1733,30,1,2023-01-17,82
1734,103,8,2023-12-05,16
1735,103,30,2023-10-20,38
1736,117,24,2023-02-10,77
1737,70,13,2023-11-20,43
1738,99,29,2023-09-07,94
1739,177,1,2023-10-15,78
1740,123,15,2023-06-26,65
1741,108,48,2023-02-12,70
1742,167,2,2023-04-17,80
1743,43,49,2023-09-29,8
1744,29,18,2023-07-09,82
1745,34,44,2023-06-05,10
1746,179,46,2023-05-30,36
1747,186,23,2023-06-11,44
1748,16,13,2023-08-20,57
1749,41,6,2023-12-12,80
1750,27,40,2023-08-28,69
1751,107,41,2023-01-16,64
1752,152,20,2023-03-21,58
1753,124,46,2023-11-16,96
1754,146,15,2023-10-27,4
1755,174,15,2023-03-27,88
1756,113,32,2023-11-16,83
1757,47,24,2023-06-30,56
1758,157,3,2023-10-17,11
1759,98,18,2023-08-09,45
1760,200,32,2023-08-01,22
1761,92,46,2023-01-12,30
1762,157,46,2023-05-26,69
1763,8,39,2023-10-12,51
1764,176,14,2023-09-09,57
1765,187,1,2023-05-01,49
1766,34,13,2023-07-12,61
1767,124,41,2023-10-03,25
1768,125,26,2023-03-09,69
1769,29,8,2023-07-13,98
1770,106,18,2023-11-07,84
1771,113,37,2023-03-05,23
1772,12,33,2023-02-19,3
1773,17,32,2023-07-22,78
1774,67,11,2023-04-22,57
1775,168,36,2023-04-19,35
1776,81,13,2023-02-26,48
1777,4,43,2023-10-20,99
1778,181,48,2023-05-29,9
1779,174,37,2023-04-02,78
1780,135,44,2023-03-23,8
1781,197,44,2023-07-25,92
1782,191,39,2023-10-09,80
1783,148,37,2023-07-29,84
1784,186,12,2023-06-30,59
1785,145,5,2023-04-22,63
1786,58,38,2023-08-03,78
1787,172,9,2023-11-03,68
1788,87,48,2023-05-23,63
1789,133,5,2023-06-13,49
1790,134,9,2023-07-05,69
1791,177,17,2023-11-19,19
1792,180,37,2023-02-24,79
1793,159,15,2023-12-07,73
1794,25,34,2023-12-18,55
1795,111,47,2023-11-21,64
1796,170,18,2023-11-22,63
1797,187,13,2023-06-12,91
1798,64,44,2023-09-15,19
1799,124,2,2023-10-02,16
1800,89,45,2023-09-30,40
1801,170,44,2023-07-20,66
1802,174,35,2023-04-26,73
1803,165,40,2023-07-26,25
1804,99,17,2023-09-11,63
1805,39,44,2023-08-26,95
1806,143,36,2023-05-27,4
