SaleID,Date,CustomerID,ProductID,StoreID,Quantity,Discount,TotalAmount
2093,2023-04-24,1272,182,48,3,0.01,682.8
2094,2023-06-26,1299,134,29,1,0.04,133.64
2095,2023-08-21,943,55,4,4,0.17,43.96
2096,2023-01-09,15,82,41,4,0.15,712.03
2097,2023-01-05,196,19,35,4,0.21,582.86
2098,2023-05-31,748,116,44,3,0.26,1038.01
2099,2023-02-14,91,147,43,3,0.03,995.77
2100,2023-03-23,1480,140,26,2,0.07,56.04
2101,2023-11-14,219,52,49,4,0.01,979.98
2102,2023-02-18,1159,167,5,2,0.01,419.46
2103,2023-10-14,886,129,8,5,0.04,2219.42
2104,2023-03-13,1017,117,32,2,0.14,623.02
2105,2023-10-10,1248,183,6,1,0.22,251.51
2106,2023-12-26,990,23,14,2,0.0,554.36
2107,2023-06-19,1371,169,43,3,0.2,1121.5
2108,2023-02-24,271,62,17,1,0.18,259.51
2109,2023-10-09,57,85,1,1,0.11,273.84
2110,2023-03-01,1265,90,41,1,0.19,212.02
2111,2023-12-18,265,102,10,2,0.29,571.99
2112,2023-08-03,718,109,23,3,0.16,1237.87
2113,2023-02-05,151,159,3,3,0.08,94.64
2114,2023-11-18,1171,111,2,5,0.04,1698.86
2115,2023-04-01,268,64,27,4,0.07,507.56
2116,2023-11-20,95,169,18,5,0.02,2289.72
2117,2023-06-17,245,53,12,5,0.17,1177.15
2118,2023-06-27,1152,139,10,3,0.2,296.26
2119,2023-10-17,317,183,30,1,0.21,254.74
2120,2023-01-10,1126,148,27,5,0.05,346.99
2121,2023-05-27,1483,91,17,2,0.13,491.79
2122,2023-12-07,1477,182,16,5,0.05,1092.02
2123,2023-07-23,723,191,20,1,0.19,297.19
2124,2023-02-28,259,138,37,5,0.18,1524.13
2125,2023-01-17,488,112,42,3,0.26,769.61
2126,2023-02-01,465,171,20,5,0.21,1654.73
2127,2023-08-26,1444,65,49,5,0.09,1499.32
2128,2023-11-05,306,18,43,5,0.12,1245.64
2129,2023-03-30,1158,119,27,3,0.07,805.95
2130,2023-04-23,922,168,22,3,0.27,918.95
2131,2023-01-29,8,137,9,3,0.08,163.03
2132,2023-05-16,551,37,28,5,0.09,110.38
2133,2023-08-07,1179,84,44,3,0.14,653.77
2134,2023-07-29,1326,175,44,5,0.18,1790.8
2135,2023-01-13,405,100,23,4,0.06,1633.68
2136,2023-01-28,977,12,4,2,0.19,115.51
2137,2023-02-13,1200,178,21,3,0.12,403.13
2138,2023-03-07,698,32,13,3,0.24,424.03
2139,2023-10-15,1036,154,19,4,0.24,731.03
2140,2023-05-05,331,158,32,2,0.26,216.49
2141,2023-09-25,1216,192,32,1,0.19,263.98
2142,2023-03-15,212,150,44,3,0.26,1085.74
2143,2023-08-23,704,29,17,4,0.05,720.97
2144,2023-02-14,1097,199,6,3,0.1,830.03
2145,2023-01-16,1294,189,6,3,0.25,912.06
2146,2023-02-15,762,111,27,2,0.25,530.9
2147,2023-03-31,661,34,1,1,0.24,230.45
2148,2023-04-13,256,68,11,4,0.22,367.01
2149,2023-03-07,159,109,33,3,0.14,1267.35
2150,2023-10-18,880,155,24,4,0.24,994.14
2151,2023-11-18,433,79,45,2,0.24,151.15
2152,2023-08-07,1238,163,37,5,0.26,1371.4
2153,2023-02-05,1323,121,23,3,0.06,1264.49
2154,2023-06-29,909,108,13,5,0.22,1837.06
2155,2023-02-15,171,181,46,1,0.0,170.85
2156,2023-03-06,579,44,36,3,0.07,1300.22
2157,2023-01-16,1232,152,35,4,0.19,1063.3
2158,2023-12-02,338,51,47,3,0.17,640.7
2159,2023-05-16,40,101,32,1,0.11,304.35
2160,2023-09-30,956,176,22,3,0.17,369.24
2161,2023-07-11,685,138,23,3,0.28,802.96
2162,2023-01-06,942,73,39,3,0.25,873.97
2163,2023-09-12,620,36,41,3,0.21,59.08
2164,2023-08-08,1426,111,36,4,0.15,1203.36
2165,2023-08-11,227,135,32,3,0.09,773.14
2166,2023-06-16,635,93,21,4,0.07,899.46
2167,2023-04-25,376,30,37,3,0.2,1184.3
2168,2023-05-13,613,125,48,5,0.27,282.91
2169,2023-06-09,1150,152,12,1,0.06,308.49
2170,2023-07-15,958,118,4,3,0.29,314.09
2171,2023-01-24,488,49,17,3,0.19,726.3
2172,2023-06-06,1194,112,47,2,0.0,693.34
2173,2023-12-02,844,124,5,3,0.18,953.67
2174,2023-04-01,325,145,44,2,0.07,313.41
2175,2023-03-15,790,187,23,5,0.01,1260.22
2176,2023-08-14,267,156,21,5,0.16,1592.56
2177,2023-08-03,709,13,11,5,0.24,516.46
2178,2023-04-23,1232,24,34,4,0.24,1257.13
2179,2023-11-21,164,2,48,3,0.07,346.41
2180,2023-06-03,1060,34,11,4,0.03,1176.49
2181,2023-07-16,1118,168,49,3,0.03,1221.07
2182,2023-01-13,487,127,15,1,0.09,434.87
2183,2023-02-24,1420,20,4,5,0.15,628.41
2184,2023-11-15,144,156,7,5,0.11,1687.35
2185,2023-02-15,365,195,26,2,0.17,285.3
2186,2023-06-20,616,15,18,1,0.16,171.87
2187,2023-05-02,1338,174,47,3,0.13,980.73
2188,2023-01-04,1178,159,15,2,0.02,67.21
2189,2023-07-07,963,81,2,1,0.12,186.82
2190,2023-09-13,1491,185,43,4,0.06,1673.88
2191,2023-11-17,921,190,16,5,0.15,716.93
2192,2023-04-15,483,174,41,3,0.22,879.28
2193,2023-06-08,1323,33,9,2,0.28,110.03
2194,2023-09-09,890,3,39,1,0.07,273.2
2195,2023-03-18,1451,49,32,2,0.02,585.82
2196,2023-05-13,945,139,30,5,0.06,580.17
2197,2023-05-01,984,170,46,1,0.28,16.55
2198,2023-06-29,352,117,18,2,0.28,521.6
2199,2023-10-13,529,41,19,4,0.19,255.09
2200,2023-08-04,609,26,42,5,0.14,1322.12
2201,2023-02-12,392,33,50,5,0.1,343.84
2202,2023-09-09,1302,32,19,4,0.11,662.09
2203,2023-07-29,627,199,15,3,0.24,700.92
2204,2023-10-01,405,94,15,3,0.04,551.61
2205,2023-03-28,1290,164,50,5,0.07,1980.48
2206,2023-03-25,702,20,46,2,0.04,283.89
2207,2023-06-12,624,147,10,5,0.19,1385.87
2208,2023-02-21,1276,11,38,2,0.17,96.63
2209,2023-12-14,948,163,45,4,0.28,1067.47
2210,2023-03-06,1063,71,20,4,0.02,1036.84
2211,2023-08-23,1015,91,23,4,0.28,814.0
2212,2023-12-09,338,188,44,2,0.2,224.08
2213,2023-04-04,1237,98,30,4,0.17,914.36
2214,2023-07-21,771,44,34,1,0.1,419.43
2215,2023-08-20,742,79,28,3,0.15,253.57
2216,2023-01-02,976,186,32,3,0.26,158.57
2217,2023-09-18,226,70,45,2,0.01,480.78
2218,2023-07-20,692,107,42,2,0.07,284.13
2219,2023-08-03,832,177,47,3,0.25,52.99
2220,2023-12-27,1457,47,19,1,0.04,297.76
2221,2023-07-18,630,39,46,2,0.15,685.03
2222,2023-06-29,457,10,4,3,0.09,24.71
2223,2023-12-24,1062,25,19,1,0.07,291.56
2224,2023-07-24,1386,101,31,2,0.1,615.55
2225,2023-03-20,1327,87,30,5,0.04,2039.76
2226,2023-03-08,89,109,9,2,0.09,894.02
2227,2023-05-22,321,105,17,3,0.24,1091.85
2228,2023-02-09,1257,56,41,1,0.25,126.72
2229,2023-11-15,1171,162,41,2,0.06,225.51
2230,2023-08-15,97,61,49,3,0.27,956.35
2231,2023-07-29,464,155,26,4,0.21,1033.38
2232,2023-10-07,554,55,47,2,0.23,20.39
2233,2023-08-15,1094,174,18,2,0.16,631.28
2234,2023-09-19,1326,91,40,2,0.05,537.02
2235,2023-05-19,39,10,31,4,0.06,34.03
2236,2023-11-16,1313,134,10,2,0.26,206.03
2237,2023-05-31,608,40,48,1,0.06,246.35
2238,2023-08-31,257,74,33,4,0.07,718.67
2239,2023-08-28,601,49,14,3,0.05,851.84
2240,2023-02-11,965,188,43,1,0.04,134.45
2241,2023-12-06,1191,34,50,5,0.02,1485.78
2242,2023-03-23,858,99,19,4,0.18,1113.72
2243,2023-10-24,104,33,7,3,0.07,213.18
2244,2023-01-31,1284,83,37,2,0.26,156.78
2245,2023-11-24,63,62,1,4,0.14,1088.69
2246,2023-04-17,1477,173,27,1,0.21,76.8
2247,2023-07-05,103,138,29,1,0.01,368.02
2248,2023-01-08,1163,24,41,4,0.11,1472.17
2249,2023-01-19,588,71,43,2,0.1,476.1
2250,2023-07-31,20,4,5,2,0.1,52.36
2251,2023-02-25,1232,61,2,2,0.05,829.71
2252,2023-09-19,135,14,3,5,0.11,827.97
2253,2023-06-05,859,165,39,5,0.28,84.46
2254,2023-09-14,1432,127,37,5,0.05,2269.93
2255,2023-10-17,726,81,29,5,0.22,827.97
2256,2023-09-05,990,81,36,4,0.07,789.76
2257,2023-06-04,468,153,19,4,0.01,1746.04
2258,2023-03-16,979,194,19,2,0.03,23.22
2259,2023-03-06,851,135,12,2,0.11,504.1
2260,2023-05-01,262,73,40,3,0.08,1072.07
2261,2023-06-10,590,17,33,2,0.16,50.94
2262,2023-05-20,344,173,11,1,0.01,96.25
2263,2023-04-18,831,71,38,1,0.1,238.05
2264,2023-06-07,783,41,37,5,0.2,314.92
2265,2023-01-28,1423,16,16,3,0.03,79.7
2266,2023-06-07,1422,37,5,5,0.07,112.81
2267,2023-08-03,284,73,25,2,0.15,660.33
2268,2023-07-13,258,136,41,4,0.21,440.66
2269,2023-10-08,750,77,17,3,0.14,744.12
2270,2023-03-20,536,49,9,3,0.15,762.17
2271,2023-02-26,1217,193,8,5,0.23,1388.73
2272,2023-03-19,315,89,9,2,0.08,652.02
2273,2023-02-14,68,13,33,4,0.17,451.22
2274,2023-06-22,453,125,9,2,0.18,127.12
2275,2023-11-23,845,72,28,2,0.08,666.06
2276,2023-08-10,1228,95,23,1,0.08,440.28
2277,2023-05-10,473,4,33,5,0.3,101.81
2278,2023-11-06,109,195,23,5,0.16,721.85
2279,2023-07-02,1220,191,39,3,0.28,792.5
2280,2023-03-25,174,154,31,3,0.19,584.34
2281,2023-07-02,1471,55,50,1,0.27,9.67
2282,2023-05-12,550,189,4,1,0.26,299.97
2283,2023-10-22,1290,64,50,5,0.22,532.12
2284,2023-03-30,121,48,12,5,0.25,1582.84
2285,2023-01-09,206,132,19,3,0.04,319.45
2286,2023-07-24,1391,14,34,5,0.23,716.33
2287,2023-12-04,681,150,38,5,0.12,2151.91
2288,2023-12-20,304,164,5,5,0.27,1554.57
2289,2023-05-22,956,145,1,5,0.22,657.15
2290,2023-05-25,496,156,22,1,0.29,269.22
2291,2023-11-26,223,120,42,5,0.03,1328.32
2292,2023-02-15,1456,7,24,1,0.06,396.88
2293,2023-03-05,233,36,31,1,0.08,22.94
2294,2023-02-21,943,68,37,5,0.06,552.86
2295,2023-12-10,378,70,37,5,0.22,947.0
2296,2023-12-30,374,2,37,3,0.14,320.33
2297,2023-11-10,812,78,6,2,0.05,668.34
2298,2023-09-10,637,52,24,5,0.23,952.76
2299,2023-04-11,135,23,50,1,0.1,249.46
2300,2023-10-07,530,7,34,4,0.23,1300.41
2301,2023-10-09,1007,159,48,5,0.23,132.02
2302,2023-02-11,673,4,17,2,0.12,51.2
2303,2023-09-29,863,120,15,3,0.09,747.69
2304,2023-03-17,1171,124,17,2,0.16,651.29
2305,2023-08-26,27,25,44,1,0.27,228.86
2306,2023-05-08,24,172,23,4,0.03,1532.76
2307,2023-01-02,1299,143,25,3,0.26,266.96
2308,2023-12-09,135,45,23,2,0.11,289.55
2309,2023-08-08,1069,61,8,2,0.29,620.1
2310,2023-04-30,545,174,42,5,0.2,1503.04
2311,2023-06-07,258,85,10,3,0.3,646.13
2312,2023-04-26,1251,180,50,3,0.02,1365.89
2313,2023-06-22,457,177,15,2,0.14,40.51
2314,2023-12-13,446,62,19,3,0.08,873.48
2315,2023-10-28,676,34,14,2,0.04,582.18
2316,2023-05-28,1251,194,17,2,0.23,18.43
2317,2023-09-14,1081,126,18,3,0.19,62.74
2318,2023-09-15,559,122,4,5,0.3,701.01
2319,2023-04-02,919,162,46,4,0.06,451.01
2320,2023-02-03,628,165,30,1,0.25,17.6
2321,2023-09-28,336,57,45,5,0.12,260.7
2322,2023-09-22,324,126,2,4,0.04,99.15
2323,2023-05-22,1179,112,33,2,0.19,561.61
2324,2023-10-28,1104,91,50,1,0.21,223.29
2325,2023-08-03,1306,88,2,3,0.19,887.1
2326,2023-10-02,497,66,27,1,0.03,471.58
2327,2023-01-12,1326,113,42,5,0.0,1235.3
2328,2023-07-27,662,102,14,2,0.23,620.33
2329,2023-07-27,1263,17,5,2,0.28,43.66
2330,2023-05-13,855,113,47,3,0.23,570.71
2331,2023-01-10,1402,33,16,2,0.13,132.95
2332,2023-06-27,851,114,38,3,0.1,654.75
2333,2023-02-20,1421,92,22,2,0.14,858.4
2334,2023-02-21,986,122,40,1,0.11,178.26
2335,2023-01-23,977,58,42,1,0.1,190.07
2336,2023-04-04,169,87,19,5,0.27,1551.07
2337,2023-02-16,723,83,16,1,0.2,84.74
2338,2023-03-24,511,80,21,4,0.18,732.46
2339,2023-07-09,1219,143,29,2,0.3,168.35
2340,2023-06-09,41,28,35,1,0.01,52.33
2341,2023-04-11,346,74,48,4,0.13,672.3
2342,2023-12-03,341,120,42,2,0.06,514.89
2343,2023-05-23,884,25,18,2,0.07,583.11
2344,2023-02-12,335,47,21,2,0.25,465.26
2345,2023-04-06,617,100,40,3,0.24,990.64
2346,2023-05-07,953,105,2,2,0.12,842.83
2347,2023-01-16,1493,110,48,1,0.25,290.05
2348,2023-03-02,484,28,31,5,0.06,248.44
2349,2023-12-29,825,87,14,4,0.23,1308.85
2350,2023-07-25,665,175,45,2,0.07,812.41
2351,2023-01-27,22,64,47,3,0.03,397.04
2352,2023-06-09,88,149,8,3,0.03,1403.9
2353,2023-11-09,1474,56,10,4,0.12,594.74
2354,2023-09-28,416,198,34,5,0.02,492.99
2355,2023-08-06,294,148,11,2,0.02,143.18
2356,2023-01-03,1240,191,5,5,0.26,1357.53
2357,2023-05-03,1153,33,41,1,0.18,62.66
2358,2023-09-12,33,156,7,4,0.1,1365.05
2359,2023-03-14,1177,69,5,1,0.06,28.59
2360,2023-02-21,78,46,12,2,0.01,395.03
2361,2023-11-25,1441,119,26,1,0.05,274.43
2362,2023-09-16,1303,182,20,2,0.23,354.05
2363,2023-07-17,114,14,41,3,0.16,468.87
2364,2023-01-28,886,36,10,4,0.27,72.8
2365,2023-01-30,616,18,7,5,0.07,1316.42
2366,2023-04-14,929,89,43,5,0.07,1647.77
2367,2023-03-25,833,16,33,5,0.01,135.58
2368,2023-02-01,139,165,6,4,0.12,82.58
2369,2023-12-24,1321,26,21,5,0.21,1214.51
2370,2023-04-14,639,54,17,1,0.28,172.85
2371,2023-02-23,617,66,17,1,0.15,413.24
2372,2023-11-01,299,57,50,2,0.14,101.91
2373,2023-08-17,925,163,32,3,0.2,889.56
2374,2023-10-09,1031,64,36,1,0.18,111.88
2375,2023-10-31,1002,146,33,5,0.12,1050.9
2376,2023-11-15,511,13,38,5,0.15,577.62
2377,2023-11-06,1446,112,14,2,0.1,624.01
2378,2023-01-26,666,41,50,4,0.04,302.32
2379,2023-02-11,652,121,30,2,0.12,789.18
2380,2023-02-15,533,159,41,3,0.16,86.41
2381,2023-05-22,1349,190,30,3,0.09,460.52
2382,2023-01-17,108,139,4,5,0.05,586.34
2383,2023-01-07,1464,157,32,3,0.25,331.18
2384,2023-04-18,582,165,4,2,0.18,38.47
2385,2023-06-02,361,85,24,1,0.24,233.84
2386,2023-09-01,1314,130,2,4,0.23,1015.51
2387,2023-03-01,510,47,29,4,0.19,1004.95
2388,2023-05-04,256,74,2,5,0.23,743.78
2389,2023-02-24,821,115,40,5,0.21,1115.64
2390,2023-12-20,1269,122,24,1,0.06,188.27
2391,2023-09-12,1010,49,42,3,0.27,654.57
2392,2023-02-20,1227,56,47,2,0.18,277.09
2393,2023-10-29,295,181,2,5,0.26,632.14
2394,2023-08-27,1483,145,41,2,0.12,296.56
2395,2023-11-30,1445,18,26,1,0.14,243.47
2396,2023-10-12,126,34,9,1,0.24,230.45
2397,2023-08-01,887,155,25,5,0.28,1177.27
2398,2023-01-24,908,155,43,4,0.11,1164.19
2399,2023-02-23,745,12,14,4,0.19,231.01
2400,2023-11-19,549,57,12,5,0.24,225.15
2401,2023-07-18,1170,116,29,5,0.1,2104.06
2402,2023-03-21,461,29,26,3,0.12,500.89
2403,2023-07-01,1274,177,12,1,0.24,17.9
2404,2023-12-17,403,154,17,4,0.22,750.27
2405,2023-11-12,627,29,46,4,0.09,690.62
2406,2023-01-27,474,38,43,3,0.21,849.01
2407,2023-09-17,1401,114,49,1,0.13,210.98
2408,2023-05-13,1177,89,13,1,0.25,265.77
2409,2023-02-20,820,154,9,5,0.14,1034.02
2410,2023-10-25,1204,63,28,1,0.02,294.46
2411,2023-11-28,40,146,22,1,0.16,200.63
2412,2023-05-26,568,179,29,3,0.18,746.31
2413,2023-11-22,655,93,10,3,0.19,587.55
2414,2023-08-27,435,81,1,3,0.05,605.06
2415,2023-09-26,1376,119,50,1,0.12,254.21
2416,2023-06-18,1209,171,32,2,0.14,720.54
2417,2023-07-06,376,23,39,4,0.03,1075.46
2418,2023-01-05,1411,74,34,4,0.13,672.3
2419,2023-11-18,711,47,4,4,0.17,1029.76
2420,2023-03-03,358,22,17,1,0.12,200.58
2421,2023-02-09,1052,190,48,1,0.13,146.76
2422,2023-04-16,961,23,32,2,0.06,521.1
2423,2023-08-13,1143,108,3,2,0.04,904.4
2424,2023-06-24,1422,173,31,1,0.21,76.8
2425,2023-04-25,456,48,33,4,0.19,1367.57
2426,2023-06-22,685,46,40,2,0.19,323.21
2427,2023-09-29,936,9,48,3,0.27,320.73
2428,2023-03-26,406,181,42,4,0.3,478.38
2429,2023-12-28,509,101,16,3,0.18,841.25
2430,2023-03-03,1047,168,29,1,0.24,318.9
2431,2023-01-12,202,185,39,1,0.09,405.11
2432,2023-08-30,454,173,34,1,0.15,82.64
2433,2023-03-27,505,84,32,1,0.22,197.65
2434,2023-10-13,41,154,32,2,0.01,476.13
2435,2023-09-28,986,23,43,4,0.08,1020.02
2436,2023-12-13,477,12,22,4,0.07,265.24
2437,2023-08-16,568,1,11,5,0.07,1075.68
2438,2023-09-25,698,184,45,3,0.29,563.47
2439,2023-01-02,510,71,42,4,0.22,825.24
2440,2023-08-30,1289,65,13,3,0.12,869.93
2441,2023-03-12,1392,49,40,2,0.24,454.31
2442,2023-08-28,427,101,38,5,0.14,1470.47
2443,2023-11-03,104,65,40,4,0.03,1278.54
2444,2023-01-29,371,56,28,2,0.13,293.99
2445,2023-04-27,472,101,13,5,0.14,1470.47
2446,2023-08-28,867,69,25,3,0.05,86.7
2447,2023-02-27,636,75,37,4,0.24,1251.63
2448,2023-08-01,208,65,7,1,0.07,306.45
2449,2023-02-24,367,54,34,5,0.12,1056.31
2450,2023-08-07,313,42,20,3,0.27,979.15
2451,2023-01-15,601,192,24,3,0.23,752.83
2452,2023-10-10,975,200,18,5,0.07,1493.44
2453,2023-12-20,520,145,18,1,0.01,166.82
2454,2023-09-20,45,108,7,4,0.14,1620.38
2455,2023-02-26,1298,151,44,2,0.16,139.74
2456,2023-11-12,1168,24,38,1,0.28,297.74
2457,2023-08-29,1104,65,35,2,0.06,619.5
2458,2023-03-21,767,38,44,1,0.06,336.74
2459,2023-03-08,391,41,15,2,0.23,121.24
2460,2023-04-14,1464,177,33,5,0.22,91.84
2461,2023-12-13,940,195,24,1,0.17,142.65
2462,2023-11-02,323,182,29,5,0.02,1126.51
2463,2023-10-29,113,2,46,2,0.15,211.07
2464,2023-11-21,496,162,37,2,0.23,184.72
2465,2023-07-16,472,15,10,4,0.2,654.75
2466,2023-05-09,711,119,34,2,0.11,514.19
2467,2023-09-04,92,162,11,4,0.13,417.43
2468,2023-09-09,664,39,26,2,0.19,652.8
2469,2023-03-03,149,43,10,3,0.02,218.12
2470,2023-10-02,819,114,48,1,0.15,206.12
2471,2023-04-12,99,102,39,1,0.14,346.42
2472,2023-09-06,258,184,2,2,0.27,386.23
2473,2023-06-23,510,129,7,5,0.03,2242.54
2474,2023-04-27,271,62,27,5,0.12,1392.51
2475,2023-01-21,669,82,23,1,0.11,186.38
2476,2023-08-18,197,41,7,2,0.29,111.8
2477,2023-08-03,59,119,21,1,0.17,239.76
2478,2023-10-14,999,131,39,1,0.14,322.44
2479,2023-02-24,1452,13,47,2,0.07,252.79
2480,2023-01-04,184,161,37,4,0.22,1023.02
2481,2023-04-04,749,130,21,2,0.04,633.04
2482,2023-05-27,731,115,11,2,0.01,559.23
2483,2023-10-08,665,140,31,4,0.25,90.39
2484,2023-01-08,1095,82,19,1,0.24,159.16
2485,2023-12-11,1022,172,29,3,0.19,959.95
2486,2023-10-09,111,124,35,1,0.14,333.4
2487,2023-07-07,1204,28,48,4,0.09,192.41
2488,2023-06-30,547,15,32,4,0.23,630.2
2489,2023-08-27,1299,155,7,3,0.12,863.33
2490,2023-09-14,1431,56,24,5,0.1,760.32
2491,2023-01-17,108,49,42,2,0.3,418.45
2492,2023-01-08,560,139,22,3,0.01,366.62
2493,2023-03-28,312,193,48,2,0.09,656.49
2494,2023-11-30,312,96,15,2,0.18,381.35
2495,2023-05-12,1327,56,13,5,0.08,777.22
2496,2023-12-09,1408,11,14,2,0.23,89.64
2497,2023-05-31,1383,4,5,3,0.23,67.2
2498,2023-04-10,613,12,42,3,0.18,175.4
2499,2023-03-11,699,151,29,4,0.18,272.83
2500,2023-04-20,806,12,37,3,0.26,158.29
2501,2023-07-22,626,16,50,3,0.12,72.31
2502,2023-04-06,146,171,15,4,0.3,1172.98
2503,2023-03-25,162,109,5,4,0.25,1473.66
2504,2023-03-04,1216,55,43,2,0.03,25.69
2505,2023-07-20,1272,163,14,1,0.26,274.28
2506,2023-10-27,321,36,42,4,0.26,73.79
2507,2023-01-20,761,88,20,5,0.27,1332.47
2508,2023-07-16,763,132,32,1,0.21,87.63
2509,2023-11-05,180,188,22,3,0.18,344.52
2510,2023-12-09,270,109,25,3,0.01,1458.92
2511,2023-07-15,657,166,5,3,0.13,1203.55
2512,2023-10-10,477,122,40,5,0.27,731.06
2513,2023-06-30,1046,115,28,1,0.04,271.14
2514,2023-08-22,73,85,48,2,0.12,541.52
2515,2023-05-13,996,73,7,4,0.3,1087.6
2516,2023-07-23,1059,104,30,3,0.11,653.27
2517,2023-12-08,155,95,25,2,0.19,775.27
2518,2023-08-30,1201,142,24,3,0.26,259.1
2519,2023-01-11,187,106,41,3,0.22,334.88
2520,2023-07-19,511,31,4,2,0.15,477.92
2521,2023-08-15,708,123,10,2,0.25,263.76
2522,2023-12-16,44,43,8,4,0.07,275.99
2523,2023-12-16,716,142,2,2,0.11,207.74
2524,2023-07-02,1466,169,2,3,0.07,1303.74
2525,2023-02-03,458,80,3,4,0.11,794.98
2526,2023-08-12,1494,119,11,4,0.14,993.71
2527,2023-11-14,1411,168,32,4,0.12,1477.03
2528,2023-12-20,636,8,34,4,0.01,1338.08
2529,2023-03-02,1252,62,28,2,0.24,481.05
2530,2023-05-06,521,75,20,2,0.11,732.86
2531,2023-10-23,141,71,43,4,0.0,1058.0
2532,2023-07-06,1263,108,40,4,0.0,1884.16
2533,2023-12-23,1461,164,50,4,0.17,1414.02
2534,2023-03-14,964,56,37,1,0.03,163.89
2535,2023-02-15,226,57,23,4,0.06,222.78
2536,2023-06-14,683,48,34,3,0.15,1076.33
2537,2023-01-29,1418,183,43,4,0.23,993.15
2538,2023-03-01,1019,74,49,5,0.17,801.74
2539,2023-07-28,644,97,30,1,0.03,260.83
2540,2023-06-02,734,91,4,3,0.14,729.21
2541,2023-03-16,1017,167,50,3,0.27,463.95
2542,2023-07-18,249,195,1,3,0.24,391.86
2543,2023-02-07,804,172,23,2,0.19,639.96
2544,2023-01-03,886,106,8,2,0.0,286.22
2545,2023-09-03,473,136,41,3,0.3,292.84
2546,2023-01-05,356,73,9,2,0.19,629.26
2547,2023-04-22,1055,198,21,1,0.18,82.5
2548,2023-04-12,1294,17,15,3,0.3,63.67
2549,2023-07-06,1331,86,33,5,0.15,1013.37
2550,2023-01-24,270,76,42,4,0.19,404.64
2551,2023-11-29,569,192,4,3,0.17,811.49
2552,2023-09-25,839,106,42,2,0.15,243.29
2553,2023-05-13,504,189,27,3,0.22,948.54
2554,2023-03-22,36,52,13,3,0.2,593.93
2555,2023-05-25,882,86,7,5,0.04,1144.51
2556,2023-04-19,247,31,40,4,0.15,955.84
2557,2023-12-26,841,120,45,5,0.11,1218.77
2558,2023-12-22,275,81,1,1,0.21,167.72
2559,2023-02-27,153,127,22,4,0.12,1682.14
2560,2023-11-14,1375,53,14,3,0.08,782.87
2561,2023-10-03,1372,81,32,2,0.27,309.96
2562,2023-04-24,1099,194,25,4,0.17,39.74
2563,2023-10-23,1346,18,39,1,0.0,283.1
2564,2023-03-12,747,132,14,5,0.27,404.86
2565,2023-05-28,1467,94,11,4,0.17,635.88
2566,2023-10-05,886,28,47,1,0.04,50.75
2567,2023-05-30,487,187,36,2,0.27,371.7
2568,2023-09-15,648,128,30,3,0.05,125.74
2569,2023-02-03,270,102,41,5,0.09,1832.79
2570,2023-04-23,19,146,37,5,0.25,895.65
2571,2023-01-13,2,173,44,4,0.13,338.33
2572,2023-01-06,939,99,11,2,0.29,482.16
2573,2023-06-04,893,92,46,1,0.12,439.18
2574,2023-02-24,150,181,32,1,0.03,165.72
2575,2023-08-06,641,145,19,4,0.21,532.46
2576,2023-11-04,86,93,44,1,0.11,215.19
2577,2023-02-08,593,149,25,1,0.13,419.72
2578,2023-01-08,316,105,50,3,0.12,1264.24
2579,2023-06-11,113,84,12,4,0.05,962.92
2580,2023-04-28,644,106,12,3,0.12,377.81
2581,2023-01-24,1244,4,26,2,0.29,41.31
2582,2023-03-17,1152,11,33,5,0.24,221.2
2583,2023-02-21,1351,164,44,5,0.09,1937.89
2584,2023-07-08,790,197,40,3,0.07,945.34
2585,2023-02-06,1026,59,31,2,0.24,239.1
2586,2023-07-13,735,181,21,1,0.06,160.6
2587,2023-09-01,1368,57,13,1,0.23,45.62
2588,2023-07-06,1336,115,6,3,0.05,804.95
2589,2023-10-09,861,191,5,3,0.3,770.49
2590,2023-07-18,1220,81,48,2,0.2,339.68
2591,2023-12-24,913,40,23,3,0.16,660.42
2592,2023-05-29,944,47,11,1,0.01,307.07
2593,2023-07-26,159,146,43,1,0.17,198.24
2594,2023-05-06,627,102,17,3,0.04,1160.09
2595,2023-04-29,389,189,49,1,0.23,312.13
2596,2023-12-08,1405,70,14,3,0.27,531.78
2597,2023-11-11,442,133,35,2,0.02,813.09
2598,2023-06-18,1419,66,32,4,0.12,1711.32
2599,2023-04-30,866,164,9,5,0.08,1959.19
2600,2023-06-08,50,36,43,1,0.17,20.69
2601,2023-10-09,1035,23,2,5,0.13,1205.73
2602,2023-02-16,87,3,29,4,0.29,834.28
2603,2023-02-17,1215,145,21,5,0.09,766.68
2604,2023-01-02,78,41,29,1,0.13,68.5
2605,2023-06-16,224,48,39,5,0.25,1582.84
2606,2023-01-09,91,33,13,5,0.17,317.1
2607,2023-03-02,162,84,47,2,0.29,359.83
2608,2023-05-22,583,24,7,3,0.29,880.82
2609,2023-09-13,856,188,20,5,0.2,560.2
2610,2023-08-04,197,68,42,3,0.2,282.31
2611,2023-05-13,103,87,20,3,0.26,943.39
2612,2023-03-21,444,91,17,5,0.01,1399.07
2613,2023-09-09,1229,123,42,2,0.24,267.28
2614,2023-09-16,305,151,39,4,0.1,299.45
2615,2023-10-27,995,163,18,3,0.14,956.28
2616,2023-08-06,1052,95,8,3,0.01,1421.32
2617,2023-03-04,1075,185,38,3,0.19,1081.79
2618,2023-06-13,1026,51,46,5,0.13,1119.3
